"Keyword","Score"
"paul","0.028751828314"
"non","0.0283888076508"
"resettlement","0.0283390779872"
"matt","0.0281843278333"
"polling","0.028146482921"
"good","0.0281068857311"
"hearing","0.0280843520868"
"carol","0.0280074594709"
"ended","0.0279381849261"
"newt","0.0278794560985"
"assimilated","0.027688931646"
"ryan","0.0275618873373"
"takes","0.0274885752917"
"kidding","0.0274732125456"
"questions","0.0274408789569"
"away","0.0274221287283"
"court","0.02666419498"
"thisamericanlife","0.02666419498"
"stephen","0.02666419498"
"consider","0.02666419498"
"hillary","0.02666419498"
"rapids","0.02666419498"
"concerns","0.02666419498"
"raised","0.02666419498"
"bad","0.0266397413853"
"felt","0.0265461683029"
"parade","0.0264363979263"
"upset","0.026433389378"
"line","0.0263423147641"
"watching","0.0263013511308"
"woman","0.0261456135722"
"podcast called","0.02573127188"
"behave differently","0.0257169682127"
"larry","0.0256463228432"
"long","0.0253436434374"
"communications","0.0253109523646"
"majority","0.0253034186359"
"ago","0.0252081037638"
"research","0.0250172706745"
"robert","0.0250034569643"
"better save","0.025000595671"
"class","0.0249994383892"
"center","0.0249839582079"
"ellison","0.0248848273183"
"officer","0.0244036164181"
"met","0.0242642801213"
"policy adviser","0.0241912350948"
"meetings","0.0238522712465"
"somebody write","0.0238101590161"
"audio","0.0237185299232"
"district","0.0237185299232"
"congressional","0.0237185299232"
"http","0.0237185299232"
"christopher","0.0237185299232"
"sullivan","0.0237185299232"
"perry","0.0236716759401"
"speaks ill","0.0234615756223"
"recently","0.0234357365611"
"chace told","0.0233373448297"
"scott","0.0232295126122"
"statements","0.0230586801463"
"wall","0.0229228192019"
"emotionally","0.0227515159475"
"play","0.0225885962008"
"person","0.0224237132881"
"cities","0.0223892832093"
"mall","0.0223559120473"
"week","0.0223516006834"
"crazy","0.0223425536136"
"smoking ruin","0.0223275390224"
"strong","0.0222944779288"
"conlee","0.022233107094"
"smile","0.0221245587084"
"borders","0.0221207814037"
"lot","0.0219638441947"
"controversial","0.0219391920324"
"said","0.0217835325722"
"transcript","0.0217505081744"
"small","0.0217054695487"
"burden placed","0.0216193687761"
"islamic","0.0215229383824"
"mosque","0.0214890995358"
"zoning","0.0214840647919"
"job","0.0213633063825"
"father","0.0212309021158"
"meek","0.021182265214"
"presidential","0.0211807486732"
"money","0.0211537662348"
"polite","0.0211309997576"
"plan","0.0211115577266"
"chacei","0.0211061796903"
"kern","0.0210977434588"
"rallies","0.0210824427536"
"haji","0.0210721466909"
"jeffrey","0.0210066906979"
"glassthe problem","0.0209650798257"
"voting","0.0207211831437"
"reince","0.0206504604133"
"help","0.0206145684974"
"president","0.0205449219121"
"terrorist","0.0204756526681"
"probably","0.0204244878187"
"rubio","0.0204242482367"
"house","0.020376553354"
"widely discredited","0.0203651493241"
"syrian migrant","0.0203651493241"
"leaders","0.0203188236972"
"heard","0.0202476371176"
"trade","0.0201698089664"
"anderson","0.0201653656771"
"friends idealistic","0.0201616114474"
"opposite","0.0201547537924"
"marriage","0.0200950935998"
"spent","0.0200802571261"
"entitlement","0.019965309668"
"south","0.019934787448"
"jonathan","0.0199182831044"
"patrick","0.0198245444493"
"yussef","0.0197532855134"
"michigan","0.0197137295322"
"sarah","0.0197077413997"
"taxpayers","0.0196873537996"
"chivvis","0.0196769698396"
"westland","0.0196552086336"
"rick","0.01965226493"
"peri","0.0196084635617"
"stuff","0.019606522734"
"peace","0.0194665242687"
"stories","0.0194578111955"
"michael","0.0192977977685"
"roythe crowd","0.0192660236036"
"menjivar","0.0192320918108"
"updike","0.0190198377694"
"graf","0.0189739595911"
"natalie","0.0189545353425"
"robyn","0.0188838127821"
"let","0.018832799989"
"events","0.0188234533643"
"marco","0.0187824980279"
"semien","0.0187516947372"
"police","0.0187468046905"
"tragic","0.0187050754592"
"chaceron","0.018617984516"
"dearborn","0.0185755982867"
"marone","0.0184974776029"
"huge television","0.0184147820367"
"ringsmuth","0.0183966693275"
"lopez","0.018394597814"
"opinion writer","0.0183837256396"
"gay","0.0182893046885"
"book written","0.0182654674388"
"hotel ballroom","0.0182654674388"
"receptive audience","0.0182654674388"
"cruz","0.0182654674388"
"discussion","0.0182654674388"
"neighborhood","0.0182654674388"
"license","0.0182654674388"
"ted","0.0182654674388"
"dress rehearsal","0.0182654674388"
"carry","0.0182654674388"
"necessarily prepared","0.0182654674388"
"frustrated","0.0182654674388"
"clearly","0.0182654674388"
"prophet","0.0182654674388"
"wooden","0.0182654674388"
"fence","0.0182654674388"
"traveling","0.0182654674388"
"justin","0.0182654674388"
"germany","0.0182654674388"
"west","0.0182654674388"
"levine","0.0182654674388"
"missed","0.0182654674388"
"universe","0.0182654674388"
"far ahead","0.0182654674388"
"husband took offense","0.0182654674388"
"truth sets","0.0182654674388"
"generally offset","0.0182654674388"
"weirdos","0.0182654674388"
"strongly encourage","0.0182654674388"
"dream","0.0182654674388"
"erupts","0.0182654674388"
"cast aside","0.0182654674388"
"jaws","0.0182654674388"
"bankruptcies disposed","0.0182654674388"
"cause","0.0182654674388"
"lost","0.0182654674388"
"persists","0.0182654674388"
"pandemonium","0.0182654674388"
"caribou","0.0182654674388"
"coffee","0.0182654674388"
"spending tastes","0.0182654674388"
"xeroxed","0.0182654674388"
"fuels","0.0182654674388"
"handouts","0.0182654674388"
"web","0.0182654674388"
"interconnected","0.0182654674388"
"torey","0.0182654674388"
"fossil","0.0182654674388"
"perceived threat","0.0182654674388"
"malatia","0.0182654674388"
"movie","0.0182654674388"
"retirement age","0.0182654674388"
"college","0.0182654674388"
"hillsdale","0.0182654674388"
"schmidt","0.0182654674388"
"park","0.0182654674388"
"governor","0.0182654674388"
"breitbart","0.0182654674388"
"dayton","0.0182654674388"
"loon","0.0182654674388"
"gun control","0.0182654674388"
"adds","0.0182654674388"
"pickled","0.0182654674388"
"pouring","0.0182654674388"
"errors","0.0182654674388"
"care","0.0182654674388"
"handle hot sauce","0.0182654674388"
"bailey","0.0182654674388"
"warns","0.0182654674388"
"truly","0.0182654674388"
"vice","0.0182654674388"
"contain","0.0182654674388"
"scrupulously listing","0.0182654674388"
"busy","0.0182654674388"
"career","0.0182654674388"
"shot","0.0182654674388"
"versa","0.0182654674388"
"unknown coalition","0.0182654674388"
"tears","0.0182654674388"
"yelling","0.0182654674388"
"negatively impacted","0.0182654674388"
"implicit racism","0.0182654674388"
"san","0.0182654674388"
"susan","0.0182654674388"
"soviet","0.0182654674388"
"eerie","0.0182654674388"
"burton","0.0182654674388"
"bernardino","0.0182654674388"
"menace","0.0182654674388"
"conversation","0.0182654674388"
"interpreters","0.0182654674388"
"memorable","0.0182654674388"
"influx","0.0182654674388"
"presence expands","0.0182654674388"
"pledge","0.0182654674388"
"allegiance","0.0182654674388"
"originally aired","0.0182051990949"
"shrinking","0.0180952817535"
"free","0.0180912179448"
"position","0.0180577069684"
"hosts","0.0180507543444"
"kalia","0.0178934592391"
"sunday","0.0178875570696"
"extremely","0.0178875570696"
"kathleen","0.0178846688303"
"religious","0.0178793366902"
"abiade","0.017869158679"
"glass","0.0178584867965"
"bensoni","0.017842293203"
"avrigan","0.0177877132818"
"town","0.0177734287757"
"kestenbaum","0.0177089102363"
"kevin","0.0177063166187"
"scholar named","0.0176969038533"
"foo","0.0176747644196"
"sean","0.0176628032496"
"breather","0.0176480575536"
"short","0.01763912971"
"chana","0.0176101968201"
"understand","0.0175811039016"
"believe","0.0175693174003"
"tonight","0.0175620523299"
"cindy","0.0175601559338"
"announcing","0.0175582926625"
"stephanie","0.0175328342307"
"remember","0.0175324567581"
"jody","0.0175149541662"
"normally","0.0175043002249"
"inside","0.0174911467679"
"luther","0.0174790270563"
"opera","0.0174232891653"
"officially","0.017372351507"
"intimidation","0.0173696764675"
"genachowski","0.0173480067785"
"campaigns","0.0173449448249"
"rental properties","0.0173427052475"
"joffe","0.0173165599097"
"virnig","0.0172395488671"
"dzotsi","0.0171347903396"
"halls","0.0171232116928"
"walk","0.0170899531907"
"hijab dark red","0.0170833733673"
"clarifies","0.017045857025"
"longlook everybody","0.0169999437447"
"sizer","0.0169798308407"
"industry","0.0169763717123"
"citizens","0.0169726930748"
"happen","0.0169686479328"
"face","0.0169321516194"
"priebus","0.0168369593599"
"mexico","0.016774656223"
"costa","0.0166197737402"
"pain","0.0166193417963"
"specialize","0.0166094382556"
"passions","0.0166004659116"
"grow","0.0165516194235"
"parenthood","0.0164918487959"
"longi having","0.016491174001"
"incredibly lonely","0.0164766326169"
"level","0.0164157916192"
"conservative ideals","0.0164019885359"
"reform","0.0163979298404"
"odd","0.0163815197281"
"emmanuel","0.0163414846794"
"catholic","0.0163325921454"
"assault","0.0163325921454"
"anti","0.0162664393048"
"linda","0.0162357885902"
"points","0.0162267616958"
"balanced budget","0.0162203498741"
"speech recognition software","0.0162012777923"
"ricochet","0.016194309737"
"neiwert","0.0161288547316"
"grabbing genitals","0.0160967851437"
"failan","0.0160805940723"
"resent","0.0160487805964"
"checking","0.0160314109355"
"chacethat","0.0160309197575"
"romney","0.0160012299468"
"abdelkader","0.0159956864216"
"reasonable","0.0159821239735"
"chacehe","0.0159280038529"
"kirsty","0.0158954949698"
"drinking beers","0.0158581938087"
"primary","0.015843357758"
"organizing","0.0157911525114"
"broadway composer","0.015788455243"
"novstrupi","0.0157270264302"
"cheering","0.01570533544"
"biggest","0.0157040721498"
"granddaughter","0.0156835341145"
"engy","0.0156823854911"
"supporting","0.0155981599857"
"brandmire","0.015564435496"
"potentially dangerous","0.0155467301701"
"constituency","0.0155156050447"
"cole","0.0154379574889"
"central tenants","0.0154209049508"
"traffic","0.0153862474488"
"fast","0.015365720358"
"plant crops","0.015302966472"
"costs","0.0152777391737"
"kent","0.0152652857165"
"hard","0.0152365586417"
"poverty","0.0152355047947"
"chicago","0.0152267503052"
"chaceof","0.0151819962235"
"staff","0.0151819962235"
"case","0.0151819962235"
"human","0.0151819962235"
"road","0.0151819962235"
"wrote","0.0151505344391"
"splitting","0.0151491995347"
"multiple wives multiplying","0.015148333943"
"wbez","0.0151130117355"
"overall message","0.0150759676668"
"brigitte","0.0150490815052"
"round pleasant","0.0150370403797"
"regular","0.0150354139101"
"loud","0.0150214650114"
"forced","0.0149943815063"
"floor","0.0149943815063"
"afternoon","0.0149816122202"
"moneywise","0.0149816122202"
"racist","0.0149816122202"
"noises","0.0149605434998"
"harris","0.0148794292842"
"civil war","0.014879116129"
"drumming","0.0148755936898"
"outsiders","0.0148305123759"
"formed","0.0148144991651"
"wage","0.0148058264291"
"left","0.0147983180232"
"finally","0.0147903091156"
"similar views","0.0147157219848"
"sources","0.0147124355442"
"constitution","0.0146664107352"
"highly respected","0.0146651951768"
"urgent emotional","0.0145787044244"
"radin","0.0145224937761"
"washington","0.0144950343511"
"tale","0.0144950343511"
"county","0.014488793997"
"esposito","0.01446609153"
"large","0.0144143078335"
"martin","0.0143694857028"
"picnic table","0.0143574993817"
"public","0.0142782150297"
"slightly","0.0142243506907"
"press","0.0141993545606"
"aberdeen","0.014190239079"
"buildings built","0.0141894865216"
"angry couple","0.0141823683973"
"world premiere","0.0141091265655"
"blue","0.0140661036683"
"mother","0.0140661036683"
"basketball","0.0140661036683"
"blonde","0.0140661036683"
"oremus","0.0140661036683"
"merritt","0.0140661036683"
"website","0.0140661036683"
"apostate","0.0140661036683"
"commissioning","0.0140661036683"
"clinton","0.0140661036683"
"explains","0.0140661036683"
"study","0.0140661036683"
"crisis","0.0140661036683"
"coon","0.0140661036683"
"ihop","0.0140661036683"
"deep","0.0140661036683"
"legitimate","0.0140661036683"
"tariffs","0.0140661036683"
"fish","0.0140661036683"
"opposed certain","0.0140296272679"
"meyer reads","0.0139509580399"
"making","0.0139483491048"
"september","0.0139132175349"
"super disciplined","0.013908185145"
"glassfrom","0.0138972386247"
"culture descends","0.0138588547426"
"text","0.0138543471921"
"exhausting","0.0138240095378"
"thankless grueling","0.0137573741911"
"express publicly","0.0136563121144"
"exchange","0.0136139483196"
"slow","0.0136000515335"
"jama","0.0135513513994"
"andrew","0.0135351526436"
"creeping","0.0135072424105"
"guess","0.013495540014"
"defund","0.0134927803348"
"equation flipped","0.0134832626498"
"ideas","0.0134478496641"
"carolina","0.0133577463641"
"bar","0.0133072195679"
"booed","0.0132923871822"
"chaceone","0.0132901013841"
"mini stroke","0.0132702327078"
"consistent","0.013267706909"
"brotherhood","0.0132334217315"
"crime unfolded","0.0132296352351"
"seismic historic","0.0132283466881"
"minute","0.0131816705653"
"includes","0.0131736560544"
"siding","0.0131696825521"
"behavior","0.0131538389267"
"stepped forward","0.013146477562"
"applause","0.0131144140436"
"life","0.0131136632198"
"spot","0.0130980300366"
"glassneil","0.0130900096706"
"words","0.0130783034223"
"tweets","0.01307770051"
"prologue","0.0130462998335"
"aces","0.0130321837807"
"sniff","0.0129758067409"
"service","0.0129690733291"
"hotbed","0.0129685491365"
"ban","0.0129667688693"
"street","0.012934896089"
"conferences","0.0129223167368"
"roy","0.0129063812327"
"dakota","0.0129051498526"
"indian stands","0.0128918347255"
"learned","0.0128512227725"
"goes","0.0128283901212"
"chaceayan","0.0128283901212"
"corresponding","0.0128124049544"
"sixth","0.0128124049544"
"race","0.0128124049544"
"lily","0.0128124049544"
"sutala","0.0128124049544"
"lileksrob","0.0128111167636"
"glassjohn","0.0127606106276"
"aren fringe","0.0127571734139"
"rupar","0.0127437731053"
"bloody","0.0126901915298"
"second","0.0126885051343"
"succinctly","0.0126793430575"
"producers","0.0126737360506"
"interfaith dialogue","0.0126555702086"
"planets","0.012650269256"
"safe","0.0125981289269"
"chacebobby","0.0125958429479"
"conleethe","0.0125793536484"
"council","0.0125579966049"
"main plank","0.0125527297436"
"journal","0.0125449230065"
"chaceyeah","0.0125431396091"
"hated","0.0125373733687"
"crossing","0.0124193841288"
"number","0.012391170581"
"according","0.0123788703953"
"head","0.012354290135"
"agreed violence","0.012338005813"
"role model","0.0123304709169"
"morphed","0.0122767222351"
"protect","0.0122684443385"
"past","0.0122519224763"
"ignorant","0.0122447890486"
"kleis","0.01223015715"
"chaceyour","0.0122269779646"
"commits","0.0122139048471"
"interview","0.0121855293356"
"chacetwo nonprofits","0.0121805919261"
"chaceyou preferred","0.0121805919261"
"chaceshe kneels","0.0121805919261"
"elected","0.0121780876371"
"chacethese","0.0121602719262"
"illegally","0.0121485130117"
"chacekern","0.0121248106062"
"chacemhm","0.0121159355697"
"gives","0.0120904720133"
"longsomeone","0.0120868559195"
"emmerthey","0.0120866223629"
"glassone","0.0120828170796"
"awkwardly till","0.0120495109007"
"christian wedding","0.0120405738945"
"dave","0.0120249634574"
"dead","0.0119934584077"
"systematically","0.0119868486544"
"glassyeah","0.0119684256375"
"tells","0.0119560375942"
"entire","0.0119370156488"
"wow","0.0119289283424"
"glasszoe","0.0119042958264"
"chacesome","0.0118997955477"
"movement","0.0118886474373"
"emmerall","0.0118777685513"
"stabbed","0.0118268211537"
"repeating","0.0118150337581"
"traditional","0.0118097217056"
"chacescott","0.0117747628054"
"emmerif","0.0117739416243"
"omarat sundown","0.0117577406356"
"turning","0.0117417646959"
"miki","0.0117329503176"
"reporting","0.0117061181797"
"moment","0.0117032893759"
"chacecarol","0.0116906434698"
"sorensen","0.0116860829895"
"congressman","0.0116851021442"
"fears","0.011677542092"
"glassright","0.0116738696941"
"mani","0.0116601277091"
"month","0.0116600328157"
"baum","0.011658224393"
"chacecongressman","0.0116552593282"
"bensonand","0.011655117973"
"glassso","0.0116101346965"
"branstneri","0.0116094008165"
"chaceanti","0.0115939920736"
"bensonthis","0.0115749599235"
"wait","0.0115709986374"
"tea","0.0115323084383"
"usa","0.0115190982511"
"bensonshe","0.0115184746772"
"chapter","0.0114827110414"
"convention","0.011481971446"
"chaceevery","0.0114648172045"
"committee","0.0114497029506"
"benson","0.0114459658951"
"awful","0.011445681177"
"african","0.0114340770334"
"taxes","0.0114320443472"
"values","0.0114298645723"
"home","0.0114258874184"
"boys","0.0114126008671"
"soft","0.0114103322021"
"showed","0.0114102286835"
"muhammad","0.0113495617866"
"described","0.0113471389514"
"tried","0.0113111901387"
"legal","0.0113039295697"
"kristen","0.0113001497049"
"omaryou","0.0112765373103"
"abortion","0.0112702413442"
"women","0.0112010766055"
"york","0.0111895912599"
"leadership","0.0111383721054"
"koenig","0.0111053811358"
"metro","0.0111029926313"
"dana","0.0110922845126"
"giovanni","0.0110631276904"
"pushing","0.0110577453279"
"screen","0.0110053679994"
"deciding","0.0109798605042"
"residents","0.0109752503403"
"came","0.0109752503403"
"lipstick","0.0109627412284"
"note","0.0109339611134"
"friedman","0.0109309058329"
"nancy","0.0108126038241"
"damian","0.0107930777028"
"maybe","0.0107329990421"
"tierney","0.0107145923032"
"sally","0.0105902831406"
"late","0.0104031132254"
"quiet","0.0103306960615"
"violent","0.0103306960615"
"heavy","0.0103078173424"
"king","0.0101568224056"
"largest","0.00994288825285"
"rock","0.00989241194603"
"printed","0.00981597565578"
"flare","0.00978289972402"
"charities","0.009668890497"
"sexual","0.009668890497"
"corner","0.00964185820136"
"benjamin","0.00956163809254"
"racial","0.00954809802161"
"double","0.00954070535436"
"mitt","0.0095278600831"
"leibovich","0.00952532563112"
"haven","0.00941115686345"
"donor","0.00940138733732"
"sad","0.00940045232788"
"sue","0.0093419568556"
"nerd","0.00932750916031"
"weren","0.00932750916031"
"core","0.00932117422322"
"annual","0.00928716240345"
"congestion","0.00926611859111"
"sinking","0.00925738209638"
"mutilation","0.00923254054787"
"southern","0.00920196130648"
"course","0.00917918762866"
"transcribers","0.00917918762866"
"production","0.00917918762866"
"clearwater","0.00917918762866"
"welfare","0.00917918762866"
"disturbing","0.00917309337908"
"rich","0.00915942895572"
"screwed","0.00915942895572"
"gabriel","0.00912261805674"
"completely","0.00909933729775"
"churches","0.00909933729775"
"recovery","0.00906905157268"
"consensus","0.00906905157268"
"crossroads","0.00906084524694"
"remains","0.00906084524694"
"definitely","0.00904341401066"
"stay","0.00902959327931"
"arrangements","0.00902600073044"
"earner","0.00901908674202"
"sorry","0.00901589110413"
"picked","0.00901248244869"
"reliable","0.00897933883108"
"robinson","0.00895239589758"
"robinsonrob","0.00895239589758"
"page","0.00888906874549"
"post","0.00888681113667"
"tattle","0.00888681113667"
"stearns","0.00888415519183"
"percentage","0.00885245328223"
"moratorium","0.00881291211927"
"peteri","0.00874163640344"
"unity","0.00869951273857"
"piece","0.00869214583974"
"gingrich","0.00865046831324"
"gingrichlet","0.00865046831324"
"pictures","0.00856728730736"
"blown","0.00855314721176"
"hour","0.00855314721176"
"rep","0.00851539024253"
"regulatory","0.00851539024253"
"department","0.00851539024253"
"kinds","0.00851539024253"
"united","0.00851539024253"
"jackson","0.00847827777019"
"repeatedly","0.00846264608153"
"contentious","0.00845949953212"
"monday","0.00845949953212"
"saturday","0.00845949953212"
"instead","0.0084405632239"
"total","0.00843629148857"
"retreat","0.00843299112499"
"random","0.00834337973738"
"passively","0.00831464123682"
"novstrupdearborn","0.00831115584298"
"dramatically","0.00830590608731"
"forever","0.00830590608731"
"demographic","0.00830590608731"
"overnight","0.00829371595731"
"effective","0.00827310447344"
"imaginary","0.00823854190955"
"foreigner","0.00821752110087"
"contracts","0.00821752110087"
"intervention","0.00821752110087"
"use","0.00821752110087"
"arnnand","0.00817524858595"
"arnn","0.00817524858595"
"speechwriter","0.0081255316213"
"ronald","0.0081255316213"
"older","0.00808870910464"
"grassroots","0.00805855004991"
"middle","0.00803758897556"
"figure","0.00802496165829"
"exists","0.00802281989192"
"farm","0.00802281989192"
"concludes","0.0080002505882"
"killed","0.0079449267892"
"director","0.00794157409016"
"direction","0.00794157409016"
"royno","0.00792128614021"
"roywhat","0.00792128614021"
"anywheres","0.00791020923641"
"institute","0.00791020923641"
"land","0.00791020923641"
"medicare","0.00785188745703"
"sense","0.00784401720715"
"volunteers","0.00784401720715"
"privatization","0.00780936179681"
"stations","0.00779758776693"
"mccain","0.00779154227156"
"period","0.00772251160843"
"trumpand","0.00770147590045"
"covering","0.00770147590045"
"followed","0.00770147590045"
"separate","0.00770146018543"
"monolithic","0.00768850392613"
"tenses","0.00768181864371"
"emerging","0.00768181864371"
"burst","0.00768181864371"
"addressed","0.00766094166037"
"plenty","0.00765912989666"
"reluctant","0.00763391834585"
"tower","0.00763391834585"
"isn","0.00763391834585"
"spirit","0.00760087142246"
"high","0.00760087142246"
"initially","0.00760087142246"
"online","0.00758127177191"
"best","0.00757606180584"
"perfectly","0.00756105319578"
"arab","0.00756105319578"
"soon","0.00756105319578"
"fine","0.00755558767391"
"remarkable","0.00755509291244"
"joke","0.00755105347901"
"homegrown","0.00754918076725"
"increased","0.00754214377051"
"nicely","0.00752455207344"
"branstnerand","0.00751109060259"
"branstnerfirst","0.00751109060259"
"caliphate","0.00751109060259"
"branstnerso","0.00751109060259"
"branstnerthere","0.00751109060259"
"branstnerbecause","0.00751109060259"
"branstneryou","0.00751109060259"
"english","0.00751030110933"
"relatively","0.00751030110933"
"tantrums","0.00747389444747"
"federal","0.00747141744367"
"visa","0.00747141744367"
"continues","0.00747141744367"
"lutheran","0.00746916029091"
"glassi","0.00746501941099"
"messy","0.00746501941099"
"glassas","0.00746501941099"
"glassbut","0.00746501941099"
"glassok","0.00746501941099"
"glassthis","0.00746501941099"
"glassalso","0.00746501941099"
"glassthat","0.00746501941099"
"sunk","0.00746501941099"
"glassand","0.00746501941099"
"wrong","0.00746501941099"
"future","0.00746501941099"
"glassdo","0.00746501941099"
"cursing","0.00745416960969"
"freaking","0.00745416960969"
"immediately","0.00745416960969"
"climbing","0.00745416960969"
"recording","0.00745416960969"
"ramping","0.00745416960969"
"situations","0.00745416960969"
"replace","0.00745099912625"
"emmerand","0.00745099912625"
"emmeri","0.00745099912625"
"chance","0.00745099912625"
"emmerhere","0.00745099912625"
"emmerwhat","0.00745099912625"
"challenge","0.00745099912625"
"emmerfor","0.00745099912625"
"fastest","0.00743146076807"
"toe","0.00742580303099"
"scared","0.00739473605517"
"chacein","0.00736852422141"
"chacethree","0.00736852422141"
"chaceit","0.00736852422141"
"seen","0.00736852422141"
"chacefrom","0.00736852422141"
"chacehere","0.00736852422141"
"girlfriends","0.00736852422141"
"doors","0.00736852422141"
"leave","0.00736852422141"
"chacethis","0.00736852422141"
"chaceat","0.00736852422141"
"chacethere","0.00736852422141"
"memory","0.00736852422141"
"chacecorrect","0.00736852422141"
"crying","0.00736852422141"
"chaceaccording","0.00736852422141"
"chaceand","0.00736852422141"
"die","0.00736852422141"
"chacesharia","0.00736852422141"
"chacebasically","0.00736852422141"
"chacesomeone","0.00736852422141"
"chaceso","0.00736852422141"
"chacesay","0.00736852422141"
"chacecrossroads","0.00736852422141"
"inaudible","0.00736852422141"
"chacehave","0.00736852422141"
"chaceok","0.00736852422141"
"bright","0.00734745160885"
"nationalists","0.00734745160885"
"joseph","0.00734613141622"
"hugo","0.00734613141622"
"delegation","0.00734613141622"
"weirds","0.00734277361416"
"threatened","0.00734277361416"
"afraid","0.00734277361416"
"route","0.00733661917432"
"murderous","0.00733540573126"
"represented","0.00733540573126"
"callously","0.00733540573126"
"surprised","0.00732979196852"
"simple","0.00732979196852"
"yeah","0.00732979196852"
"leads","0.00732979196852"
"awkward","0.00732979196852"
"honestly","0.00729373679298"
"fourth","0.0072905747664"
"ball","0.00725125157267"
"earlier","0.00725125157267"
"falls","0.00725125157267"
"rejected","0.00725075115343"
"apparently","0.00725075115343"
"younger","0.00724887938902"
"hung","0.00724887938902"
"packed","0.00724887938902"
"riles","0.00724887938902"
"fight","0.00724887938902"
"latin","0.00724860802348"
"coordinates","0.00724860802348"
"moving","0.00724325601129"
"allowed","0.00724325601129"
"taken","0.00723691306412"
"longyeah","0.00722101428925"
"longbut","0.00722101428925"
"invited","0.00722101428925"
"airtime","0.00722101428925"
"longwinning","0.00722101428925"
"longit","0.00722101428925"
"knives","0.00720661785907"
"tanks","0.00715881428415"
"commandments","0.00715712650742"
"near","0.00714437748776"
"emails","0.00712863487431"
"ladies","0.00712863487431"
"drive","0.00712384664671"
"lived","0.00712384664671"
"victim","0.00712384664671"
"bensontalking","0.00712384664671"
"spills","0.00712384664671"
"disloyal","0.00712384664671"
"bensonyou","0.00712384664671"
"bensonbecause","0.00712384664671"
"hit","0.00711873924133"
"development","0.00709329827678"
"boyfriend","0.00709329827678"
"fox","0.00709329827678"
"rethinking","0.00708821978535"
"win","0.00708821978535"
"complex","0.00705237321721"
"band","0.00705237321721"
"surge","0.00705237321721"
"signs","0.00705237321721"
"hand","0.00705237321721"
"grandma","0.00703972731106"
"quran","0.00703972731106"
"counted","0.00702101713652"
"omar","0.00699021705828"
"omarok","0.00699021705828"
"omarmy","0.00699021705828"
"omarto","0.00699021705828"
"somalia","0.00697488864679"
"residential","0.00697280506782"
"sure","0.00696931075928"
"camp","0.00694307591484"
"settle","0.00694307591484"
"brings","0.00694307591484"
"blog","0.00694307591484"
"restaurant","0.00693043791696"
"sounds","0.00693043791696"
"breath","0.00693043791696"
"hmm","0.00693043791696"
"grimace","0.00693043791696"
"gift","0.00693027135989"
"fellow","0.00692645834578"
"anymore","0.00692645834578"
"animates","0.00692645834578"
"simply","0.00692645834578"
"worrier","0.00692645834578"
"fun","0.00690378508472"
"manif","0.00687895735714"
"obviously","0.0068627233482"
"welcomes","0.0068627233482"
"platform","0.0068627233482"
"finance","0.00686069859732"
"stood","0.00686069859732"
